timestamp,mmsi,vessel_name,vessel_type,draught_m,lat,lon,sog_knots,cog_degrees
2020-05-12T00:15:00,367123450,GULF_EXPLORER_TANKER,Tanker,12.4,28.5421875,-89.3484375,14.29,40.0
2020-05-12T00:30:00,367123450,GULF_EXPLORER_TANKER,Tanker,12.4,28.545833333333334,-89.34583333333333,3.35,40.0
2020-05-12T00:45:00,367123450,GULF_EXPLORER_TANKER,Tanker,12.4,28.549479166666664,-89.34322916666667,2.54,40.0
2020-05-12T01:00:00,367123450,GULF_EXPLORER_TANKER,Tanker,12.4,28.553124999999998,-89.340625,2.76,40.0
2020-05-12T01:15:00,367123450,GULF_EXPLORER_TANKER,Tanker,12.4,28.55677083333333,-89.33802083333333,3.34,40.0
2020-05-12T01:30:00,367123450,GULF_EXPLORER_TANKER,Tanker,12.4,28.560416666666665,-89.33541666666667,2.98,40.0
2020-05-12T01:45:00,367123450,GULF_EXPLORER_TANKER,Tanker,12.4,28.5640625,-89.3328125,3.8,40.0
2020-05-12T02:00:00,367123450,GULF_EXPLORER_TANKER,Tanker,12.4,28.567708333333332,-89.33020833333333,2.84,40.0
2020-05-12T02:15:00,367123450,GULF_EXPLORER_TANKER,Tanker,12.4,28.571354166666666,-89.32760416666667,2.88,40.0
2020-05-12T02:30:00,367123450,GULF_EXPLORER_TANKER,Tanker,12.4,28.575,-89.325,3.76,40.0
2020-05-12T02:45:00,367123450,GULF_EXPLORER_TANKER,Tanker,12.4,28.578645833333333,-89.32239583333333,3.37,40.0
2020-05-12T03:00:00,367123450,GULF_EXPLORER_TANKER,Tanker,12.4,28.582291666666666,-89.31979166666667,2.97,40.0
2020-05-12T03:15:00,367123450,GULF_EXPLORER_TANKER,Tanker,12.4,28.5859375,-89.3171875,3.88,40.0
2020-05-12T03:30:00,367123450,GULF_EXPLORER_TANKER,Tanker,12.4,28.589583333333334,-89.31458333333333,3.0,40.0
2020-05-12T03:45:00,367123450,GULF_EXPLORER_TANKER,Tanker,12.4,28.593229166666667,-89.31197916666667,2.69,40.0
2020-05-12T04:00:00,367123450,GULF_EXPLORER_TANKER,Tanker,12.4,28.596875,-89.309375,3.68,40.0
2020-05-12T04:15:00,367123450,GULF_EXPLORER_TANKER,Tanker,12.4,28.600520833333334,-89.30677083333333,3.2,40.0
2020-05-12T04:30:00,367123450,GULF_EXPLORER_TANKER,Tanker,12.4,28.604166666666664,-89.30416666666667,3.22,40.0
2020-05-12T04:45:00,367123450,GULF_EXPLORER_TANKER,Tanker,12.4,28.607812499999998,-89.3015625,2.58,40.0
2020-05-12T05:00:00,367123450,GULF_EXPLORER_TANKER,Tanker,12.4,28.61145833333333,-89.29895833333333,3.95,40.0
2020-05-12T05:15:00,367123450,GULF_EXPLORER_TANKER,Tanker,12.4,28.615104166666665,-89.29635416666667,2.91,40.0
2020-05-12T05:30:00,367123450,GULF_EXPLORER_TANKER,Tanker,12.4,28.61875,-89.29375,12.95,40.0
2020-05-12T05:45:00,367123450,GULF_EXPLORER_TANKER,Tanker,12.4,28.622395833333332,-89.29114583333333,12.9,40.0
2020-05-12T06:00:00,367123450,GULF_EXPLORER_TANKER,Tanker,12.4,28.626041666666666,-89.28854166666667,13.63,40.0
2020-05-12T06:15:00,367123450,GULF_EXPLORER_TANKER,Tanker,12.4,28.6296875,-89.2859375,13.9,40.0
2020-05-12T06:30:00,367123450,GULF_EXPLORER_TANKER,Tanker,12.4,28.633333333333333,-89.28333333333333,13.08,40.0
2020-05-12T06:45:00,367123450,GULF_EXPLORER_TANKER,Tanker,12.4,28.636979166666666,-89.28072916666667,13.06,40.0
2020-05-12T07:00:00,367123450,GULF_EXPLORER_TANKER,Tanker,12.4,28.640625,-89.278125,13.13,40.0
2020-05-12T07:15:00,367123450,GULF_EXPLORER_TANKER,Tanker,12.4,28.644270833333334,-89.27552083333333,13.53,40.0
2020-05-12T07:30:00,367123450,GULF_EXPLORER_TANKER,Tanker,12.4,28.647916666666667,-89.27291666666667,13.84,40.0
2020-05-12T07:45:00,367123450,GULF_EXPLORER_TANKER,Tanker,12.4,28.6515625,-89.2703125,13.5,40.0
2020-05-12T08:00:00,367123450,GULF_EXPLORER_TANKER,Tanker,12.4,28.655208333333334,-89.26770833333333,13.87,40.0
2020-05-12T08:15:00,367123450,GULF_EXPLORER_TANKER,Tanker,12.4,28.658854166666668,-89.26510416666667,13.37,40.0
2020-05-12T08:30:00,367123450,GULF_EXPLORER_TANKER,Tanker,12.4,28.6625,-89.2625,12.83,40.0
2020-05-12T08:45:00,367123450,GULF_EXPLORER_TANKER,Tanker,12.4,28.66614583333333,-89.25989583333333,13.71,40.0
2020-05-12T09:00:00,367123450,GULF_EXPLORER_TANKER,Tanker,12.4,28.669791666666665,-89.25729166666667,12.8,40.0
2020-05-12T09:15:00,367123450,GULF_EXPLORER_TANKER,Tanker,12.4,28.6734375,-89.2546875,13.28,40.0
2020-05-12T09:30:00,367123450,GULF_EXPLORER_TANKER,Tanker,12.4,28.677083333333332,-89.25208333333333,13.15,40.0
2020-05-12T09:45:00,367123450,GULF_EXPLORER_TANKER,Tanker,12.4,28.680729166666666,-89.24947916666667,13.85,40.0
2020-05-12T10:00:00,367123450,GULF_EXPLORER_TANKER,Tanker,12.4,28.684375,-89.246875,13.11,40.0
2020-05-12T10:15:00,367123450,GULF_EXPLORER_TANKER,Tanker,12.4,28.688020833333333,-89.24427083333333,13.72,40.0
2020-05-12T10:30:00,367123450,GULF_EXPLORER_TANKER,Tanker,12.4,28.691666666666666,-89.24166666666667,13.21,40.0
2020-05-12T10:45:00,367123450,GULF_EXPLORER_TANKER,Tanker,12.4,28.6953125,-89.2390625,13.02,40.0
2020-05-12T11:00:00,367123450,GULF_EXPLORER_TANKER,Tanker,12.4,28.698958333333334,-89.23645833333333,13.4,40.0
2020-05-12T11:15:00,367123450,GULF_EXPLORER_TANKER,Tanker,12.4,28.702604166666667,-89.23385416666667,13.04,40.0
2020-05-12T11:30:00,367123450,GULF_EXPLORER_TANKER,Tanker,12.4,28.70625,-89.23125,12.98,40.0
2020-05-12T11:45:00,367123450,GULF_EXPLORER_TANKER,Tanker,12.4,28.709895833333334,-89.22864583333333,13.96,40.0
2020-05-12T12:00:00,367123450,GULF_EXPLORER_TANKER,Tanker,12.4,28.713541666666668,-89.22604166666667,13.96,40.0
2020-05-12T12:15:00,367123450,GULF_EXPLORER_TANKER,Tanker,12.4,28.7171875,-89.2234375,13.59,40.0
2020-05-12T12:30:00,367123450,GULF_EXPLORER_TANKER,Tanker,12.4,28.72083333333333,-89.22083333333333,13.89,40.0
2020-05-12T12:45:00,367123450,GULF_EXPLORER_TANKER,Tanker,12.4,28.724479166666665,-89.21822916666667,13.81,40.0
2020-05-12T13:00:00,367123450,GULF_EXPLORER_TANKER,Tanker,12.4,28.728125,-89.215625,13.03,40.0
2020-05-12T13:15:00,367123450,GULF_EXPLORER_TANKER,Tanker,12.4,28.731770833333332,-89.21302083333333,13.74,40.0
2020-05-12T13:30:00,367123450,GULF_EXPLORER_TANKER,Tanker,12.4,28.735416666666666,-89.21041666666667,13.75,40.0
2020-05-12T13:45:00,367123450,GULF_EXPLORER_TANKER,Tanker,12.4,28.7390625,-89.2078125,13.65,40.0
2020-05-12T14:00:00,367123450,GULF_EXPLORER_TANKER,Tanker,12.4,28.742708333333333,-89.20520833333333,12.82,40.0
2020-05-12T14:15:00,367123450,GULF_EXPLORER_TANKER,Tanker,12.4,28.746354166666666,-89.20260416666667,13.45,40.0
2020-05-12T14:30:00,367123450,GULF_EXPLORER_TANKER,Tanker,12.4,28.75,-89.2,13.45,40.0
2020-05-11T14:30:00,368987650,DELTA_CARRIER_CARGO,Cargo,10.1,28.3,-89.6,16.3,65.0
2020-05-11T14:45:00,368987650,DELTA_CARRIER_CARGO,Cargo,10.1,28.302083333333336,-89.59479166666667,15.91,65.0
2020-05-11T15:00:00,368987650,DELTA_CARRIER_CARGO,Cargo,10.1,28.304166666666667,-89.58958333333332,16.09,65.0
2020-05-11T15:15:00,368987650,DELTA_CARRIER_CARGO,Cargo,10.1,28.306250000000002,-89.584375,15.64,65.0
2020-05-11T15:30:00,368987650,DELTA_CARRIER_CARGO,Cargo,10.1,28.308333333333334,-89.57916666666667,15.59,65.0
2020-05-11T15:45:00,368987650,DELTA_CARRIER_CARGO,Cargo,10.1,28.31041666666667,-89.57395833333332,16.1,65.0
2020-05-11T16:00:00,368987650,DELTA_CARRIER_CARGO,Cargo,10.1,28.3125,-89.56875,15.83,65.0
2020-05-11T16:15:00,368987650,DELTA_CARRIER_CARGO,Cargo,10.1,28.314583333333335,-89.56354166666667,15.63,65.0
2020-05-11T16:30:00,368987650,DELTA_CARRIER_CARGO,Cargo,10.1,28.316666666666666,-89.55833333333332,15.91,65.0
2020-05-11T16:45:00,368987650,DELTA_CARRIER_CARGO,Cargo,10.1,28.31875,-89.553125,15.93,65.0
2020-05-11T17:00:00,368987650,DELTA_CARRIER_CARGO,Cargo,10.1,28.320833333333333,-89.54791666666667,16.29,65.0
2020-05-11T17:15:00,368987650,DELTA_CARRIER_CARGO,Cargo,10.1,28.322916666666668,-89.54270833333332,16.38,65.0
2020-05-11T17:30:00,368987650,DELTA_CARRIER_CARGO,Cargo,10.1,28.325,-89.5375,16.01,65.0
2020-05-11T17:45:00,368987650,DELTA_CARRIER_CARGO,Cargo,10.1,28.327083333333334,-89.53229166666667,16.32,65.0
2020-05-11T18:00:00,368987650,DELTA_CARRIER_CARGO,Cargo,10.1,28.329166666666666,-89.52708333333332,16.11,65.0
2020-05-11T18:15:00,368987650,DELTA_CARRIER_CARGO,Cargo,10.1,28.33125,-89.521875,15.83,65.0
2020-05-11T18:30:00,368987650,DELTA_CARRIER_CARGO,Cargo,10.1,28.333333333333336,-89.51666666666667,16.21,65.0
2020-05-11T18:45:00,368987650,DELTA_CARRIER_CARGO,Cargo,10.1,28.335416666666667,-89.51145833333332,15.82,65.0
2020-05-11T19:00:00,368987650,DELTA_CARRIER_CARGO,Cargo,10.1,28.337500000000002,-89.50625,15.5,65.0
2020-05-11T19:15:00,368987650,DELTA_CARRIER_CARGO,Cargo,10.1,28.339583333333334,-89.50104166666667,15.6,65.0
2020-05-11T19:30:00,368987650,DELTA_CARRIER_CARGO,Cargo,10.1,28.34166666666667,-89.49583333333332,15.98,65.0
2020-05-11T19:45:00,368987650,DELTA_CARRIER_CARGO,Cargo,10.1,28.34375,-89.490625,16.48,65.0
2020-05-11T20:00:00,368987650,DELTA_CARRIER_CARGO,Cargo,10.1,28.345833333333335,-89.48541666666667,15.61,65.0
2020-05-11T20:15:00,368987650,DELTA_CARRIER_CARGO,Cargo,10.1,28.347916666666666,-89.48020833333332,15.72,65.0
2020-05-11T20:30:00,368987650,DELTA_CARRIER_CARGO,Cargo,10.1,28.35,-89.475,15.68,65.0
2020-05-11T20:45:00,368987650,DELTA_CARRIER_CARGO,Cargo,10.1,28.352083333333333,-89.46979166666667,16.1,65.0
2020-05-11T21:00:00,368987650,DELTA_CARRIER_CARGO,Cargo,10.1,28.354166666666668,-89.46458333333332,16.24,65.0
2020-05-11T21:15:00,368987650,DELTA_CARRIER_CARGO,Cargo,10.1,28.35625,-89.459375,15.89,65.0
2020-05-11T21:30:00,368987650,DELTA_CARRIER_CARGO,Cargo,10.1,28.358333333333334,-89.45416666666667,16.46,65.0
2020-05-11T21:45:00,368987650,DELTA_CARRIER_CARGO,Cargo,10.1,28.360416666666666,-89.44895833333332,16.14,65.0
2020-05-11T22:00:00,368987650,DELTA_CARRIER_CARGO,Cargo,10.1,28.3625,-89.44375,16.46,65.0
2020-05-11T22:15:00,368987650,DELTA_CARRIER_CARGO,Cargo,10.1,28.364583333333332,-89.43854166666667,16.18,65.0
2020-05-11T22:30:00,368987650,DELTA_CARRIER_CARGO,Cargo,10.1,28.366666666666667,-89.43333333333332,15.54,65.0
2020-05-11T22:45:00,368987650,DELTA_CARRIER_CARGO,Cargo,10.1,28.368750000000002,-89.428125,15.52,65.0
2020-05-11T23:00:00,368987650,DELTA_CARRIER_CARGO,Cargo,10.1,28.370833333333334,-89.42291666666667,15.54,65.0
2020-05-11T23:15:00,368987650,DELTA_CARRIER_CARGO,Cargo,10.1,28.37291666666667,-89.41770833333332,16.35,65.0
2020-05-11T23:30:00,368987650,DELTA_CARRIER_CARGO,Cargo,10.1,28.375,-89.4125,16.03,65.0
2020-05-11T23:45:00,368987650,DELTA_CARRIER_CARGO,Cargo,10.1,28.377083333333335,-89.40729166666667,15.96,65.0
2020-05-12T00:00:00,368987650,DELTA_CARRIER_CARGO,Cargo,10.1,28.379166666666666,-89.40208333333332,16.26,65.0
2020-05-12T00:15:00,368987650,DELTA_CARRIER_CARGO,Cargo,10.1,28.38125,-89.396875,16.12,65.0
2020-05-12T00:30:00,368987650,DELTA_CARRIER_CARGO,Cargo,10.1,28.383333333333333,-89.39166666666667,15.74,65.0
2020-05-12T00:45:00,368987650,DELTA_CARRIER_CARGO,Cargo,10.1,28.385416666666668,-89.38645833333332,15.87,65.0
2020-05-12T01:00:00,368987650,DELTA_CARRIER_CARGO,Cargo,10.1,28.3875,-89.38125,16.34,65.0
2020-05-12T01:15:00,368987650,DELTA_CARRIER_CARGO,Cargo,10.1,28.389583333333334,-89.37604166666667,15.87,65.0
2020-05-12T01:30:00,368987650,DELTA_CARRIER_CARGO,Cargo,10.1,28.391666666666666,-89.37083333333332,16.05,65.0
2020-05-12T01:45:00,368987650,DELTA_CARRIER_CARGO,Cargo,10.1,28.39375,-89.365625,16.25,65.0
2020-05-12T02:00:00,368987650,DELTA_CARRIER_CARGO,Cargo,10.1,28.395833333333332,-89.36041666666667,15.65,65.0
2020-05-12T02:15:00,368987650,DELTA_CARRIER_CARGO,Cargo,10.1,28.397916666666667,-89.35520833333332,15.69,65.0
2020-05-12T02:30:00,368987650,DELTA_CARRIER_CARGO,Cargo,10.1,28.4,-89.35,16.42,65.0
2020-05-12T02:45:00,368987650,DELTA_CARRIER_CARGO,Cargo,10.1,28.402083333333334,-89.34479166666667,16.26,65.0
2020-05-12T03:00:00,368987650,DELTA_CARRIER_CARGO,Cargo,10.1,28.40416666666667,-89.33958333333332,16.16,65.0
2020-05-12T03:15:00,368987650,DELTA_CARRIER_CARGO,Cargo,10.1,28.40625,-89.334375,16.33,65.0
2020-05-12T03:30:00,368987650,DELTA_CARRIER_CARGO,Cargo,10.1,28.408333333333335,-89.32916666666667,16.5,65.0
2020-05-12T03:45:00,368987650,DELTA_CARRIER_CARGO,Cargo,10.1,28.410416666666666,-89.32395833333332,15.92,65.0
2020-05-12T04:00:00,368987650,DELTA_CARRIER_CARGO,Cargo,10.1,28.4125,-89.31875,15.82,65.0
2020-05-12T04:15:00,368987650,DELTA_CARRIER_CARGO,Cargo,10.1,28.414583333333333,-89.31354166666667,15.68,65.0
2020-05-12T04:30:00,368987650,DELTA_CARRIER_CARGO,Cargo,10.1,28.416666666666668,-89.30833333333332,16.01,65.0
2020-05-12T04:45:00,368987650,DELTA_CARRIER_CARGO,Cargo,10.1,28.41875,-89.303125,16.39,65.0
2020-05-12T05:00:00,368987650,DELTA_CARRIER_CARGO,Cargo,10.1,28.420833333333334,-89.29791666666667,16.0,65.0
2020-05-12T05:15:00,368987650,DELTA_CARRIER_CARGO,Cargo,10.1,28.422916666666666,-89.29270833333332,15.65,65.0
2020-05-12T05:30:00,368987650,DELTA_CARRIER_CARGO,Cargo,10.1,28.425,-89.2875,16.36,65.0
2020-05-12T05:45:00,368987650,DELTA_CARRIER_CARGO,Cargo,10.1,28.427083333333332,-89.28229166666667,16.13,65.0
2020-05-12T06:00:00,368987650,DELTA_CARRIER_CARGO,Cargo,10.1,28.429166666666667,-89.27708333333332,16.04,65.0
2020-05-12T06:15:00,368987650,DELTA_CARRIER_CARGO,Cargo,10.1,28.43125,-89.271875,16.28,65.0
2020-05-12T06:30:00,368987650,DELTA_CARRIER_CARGO,Cargo,10.1,28.433333333333334,-89.26666666666667,15.75,65.0
2020-05-12T06:45:00,368987650,DELTA_CARRIER_CARGO,Cargo,10.1,28.43541666666667,-89.26145833333332,16.06,65.0
2020-05-12T07:00:00,368987650,DELTA_CARRIER_CARGO,Cargo,10.1,28.4375,-89.25625,16.21,65.0
2020-05-12T07:15:00,368987650,DELTA_CARRIER_CARGO,Cargo,10.1,28.439583333333335,-89.25104166666667,16.01,65.0
2020-05-12T07:30:00,368987650,DELTA_CARRIER_CARGO,Cargo,10.1,28.441666666666666,-89.24583333333332,15.94,65.0
2020-05-12T07:45:00,368987650,DELTA_CARRIER_CARGO,Cargo,10.1,28.44375,-89.240625,16.36,65.0
2020-05-12T08:00:00,368987650,DELTA_CARRIER_CARGO,Cargo,10.1,28.445833333333333,-89.23541666666667,15.51,65.0
2020-05-12T08:15:00,368987650,DELTA_CARRIER_CARGO,Cargo,10.1,28.447916666666668,-89.23020833333332,15.84,65.0
2020-05-12T08:30:00,368987650,DELTA_CARRIER_CARGO,Cargo,10.1,28.45,-89.225,16.48,65.0
2020-05-12T08:45:00,368987650,DELTA_CARRIER_CARGO,Cargo,10.1,28.452083333333334,-89.21979166666667,15.85,65.0
2020-05-12T09:00:00,368987650,DELTA_CARRIER_CARGO,Cargo,10.1,28.454166666666666,-89.21458333333332,16.46,65.0
2020-05-12T09:15:00,368987650,DELTA_CARRIER_CARGO,Cargo,10.1,28.45625,-89.209375,16.16,65.0
2020-05-12T09:30:00,368987650,DELTA_CARRIER_CARGO,Cargo,10.1,28.458333333333332,-89.20416666666667,15.53,65.0
2020-05-12T09:45:00,368987650,DELTA_CARRIER_CARGO,Cargo,10.1,28.460416666666667,-89.19895833333332,16.33,65.0
2020-05-12T10:00:00,368987650,DELTA_CARRIER_CARGO,Cargo,10.1,28.4625,-89.19375,15.88,65.0
2020-05-12T10:15:00,368987650,DELTA_CARRIER_CARGO,Cargo,10.1,28.464583333333334,-89.18854166666667,16.0,65.0
2020-05-12T10:30:00,368987650,DELTA_CARRIER_CARGO,Cargo,10.1,28.46666666666667,-89.18333333333332,16.26,65.0
2020-05-12T10:45:00,368987650,DELTA_CARRIER_CARGO,Cargo,10.1,28.46875,-89.178125,15.56,65.0
2020-05-12T11:00:00,368987650,DELTA_CARRIER_CARGO,Cargo,10.1,28.470833333333335,-89.17291666666667,15.52,65.0
2020-05-12T11:15:00,368987650,DELTA_CARRIER_CARGO,Cargo,10.1,28.472916666666666,-89.16770833333332,15.54,65.0
2020-05-12T11:30:00,368987650,DELTA_CARRIER_CARGO,Cargo,10.1,28.475,-89.1625,16.21,65.0
2020-05-12T11:45:00,368987650,DELTA_CARRIER_CARGO,Cargo,10.1,28.477083333333333,-89.15729166666667,15.78,65.0
2020-05-12T12:00:00,368987650,DELTA_CARRIER_CARGO,Cargo,10.1,28.479166666666668,-89.15208333333332,15.58,65.0
2020-05-12T12:15:00,368987650,DELTA_CARRIER_CARGO,Cargo,10.1,28.48125,-89.146875,16.17,65.0
2020-05-12T12:30:00,368987650,DELTA_CARRIER_CARGO,Cargo,10.1,28.483333333333334,-89.14166666666667,15.79,65.0
2020-05-12T12:45:00,368987650,DELTA_CARRIER_CARGO,Cargo,10.1,28.485416666666666,-89.13645833333332,15.74,65.0
2020-05-12T13:00:00,368987650,DELTA_CARRIER_CARGO,Cargo,10.1,28.4875,-89.13125,16.02,65.0
2020-05-12T13:15:00,368987650,DELTA_CARRIER_CARGO,Cargo,10.1,28.489583333333332,-89.12604166666667,15.94,65.0
2020-05-12T13:30:00,368987650,DELTA_CARRIER_CARGO,Cargo,10.1,28.491666666666667,-89.12083333333332,15.56,65.0
2020-05-12T13:45:00,368987650,DELTA_CARRIER_CARGO,Cargo,10.1,28.49375,-89.115625,16.0,65.0
2020-05-12T14:00:00,368987650,DELTA_CARRIER_CARGO,Cargo,10.1,28.495833333333334,-89.11041666666667,16.36,65.0
2020-05-12T14:15:00,368987650,DELTA_CARRIER_CARGO,Cargo,10.1,28.497916666666665,-89.10520833333332,15.62,65.0
2020-05-12T14:30:00,368987650,DELTA_CARRIER_CARGO,Cargo,10.1,28.5,-89.1,16.15,65.0
